id;label;video;playlist;start;end;duration;splits;prev_delta;post_delta
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_101;otro síntoma común del acv es la pérdida súbita de la fuerza muscular en los brazos, piernas o cara.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;705.66;720.019;14.359.000.000.000.000;[('otro síntoma común del acv es la pérdida súbita de la fuerza muscular en los brazos, piernas o cara.', 705.66, 720.019)];11.229.999.999.999.300;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_102;otros síntomas pueden ser la aparición súbita de adormecimiento en la cara, piernas o brazos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;720.019;725.925;5.905.999.999.999.940;[('otros síntomas pueden ser la aparición súbita de adormecimiento en la cara, piernas o brazos.', 720.019, 725.925)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_103;dificultad en la coordinación para caminar problemas de equilibrio y mareos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;725.925;738.237;10.735.000.000.000.000;[('dificultad en la coordinación para caminar', 725.925, 731.63), ('problemas de equilibrio y mareos.', 731.63, 738.237)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_105;confusión o dificultad para hablar o comprender lo que se dice.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;738.23;743.26;5.029.999.999.999.970;[('confusión o dificultad para hablar o comprender lo que se dice.', 738.23, 743.26)];0.0;0.0399999999999636
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_106;problemas visuales en uno o ambos ojos. debilidad o pérdida de conciencia.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;743.3;755.58;12.280.000.000.000.000;[('problemas visuales en uno o ambos ojos. debilidad o pérdida de conciencia.', 743.3, 755.58)];0.0399999999999636;0.0079999999999245
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_107;debilidad o pérdida de conciencia. un doctor puede solicitarle al paciente que sonría para determinar si cae un lado de la cara y comprobar las fuerzas del brazo pidiéndole que levante ambos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;755.588;769.702;14.579.000.000.000.000;[('debilidad o pérdida de conciencia. un doctor puede solicitarle al paciente que sonría', 755.588, 762.027), ('para determinar si cae un lado de la cara y comprobar las fuerzas del brazo pidiéndole que levante ambos.', 762.027, 769.702)];0.0079999999999245;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_109;en caso de que esté un brazo entumecido y se desvíe hacia abajo, es un síntoma de alerta.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;769.7;777.84;8.139.999.999.999.980;[('en caso de que esté un brazo entumecido y se desvíe hacia abajo, es un síntoma de alerta.', 769.7, 777.84)];0.0;0.0399999999999636
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_110;por ejemplo, quienes sufran estos síntomas deben acudir inmediatamente a la guardia.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;777.88;783.16;5.279.999.999.999.970;[('por ejemplo, quienes sufran estos síntomas deben acudir inmediatamente a la guardia.', 777.88, 783.16)];0.0399999999999636;9.649.999.999.999.970
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_111;en el marco del lanzamiento de la cuenta regresiva de las sordolimpíadas brasil 2021, la confederación argentina deportiva de sordos (cades) anunció días atrás la conformación del comité organizador, que tendrá un rol preponderante en la organización del viaje de los atletas sordos argentinos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;792.81;813.879;18.543.999.999.999.900;[('en el marco del lanzamiento de la cuenta regresiva de las sordolimpíadas brasil 2021,', 792.81, 797.31), ('la confederación argentina deportiva de sordos (cades) anunció días atrás la conformación del comité organizador,', 797.79, 805.66), ('que tendrá un rol preponderante en la organización del viaje de los atletas sordos argentinos.', 806.105, 813.879)];9.649.999.999.999.970;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_114;"para profundizar sobre el tema, ""cn sordos"" entrevistó a tamara laurence, miembro del comité organizador. ""cn sordos"" la entrevistó,¿vamos a verla?";noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;813.87;824.46;7.939.999.999.999.940;"[('para profundizar sobre el tema, ""cn sordos"" entrevistó a tamara laurence,', 813.87, 820.14), ('miembro del comité organizador. ""cn sordos"" la entrevistó,¿vamos a verla?', 820.22, 824.46)]";0.0;2.409.999.999.999.960
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_116;¡hola, tamara! ¿cómo estás?;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;826.87;828.54;1.669.999.999.999.950;[('¡hola, tamara! ¿cómo estás?', 826.87, 828.54)];2.409.999.999.999.960;0.0800000000000409
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_117;hola, ¿cómo estás? ¡bien! ¡muy bien!;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;828.62;830.45;1.830.000.000.000.040;[('hola, ¿cómo estás? ¡bien! ¡muy bien!', 828.62, 830.45)];0.0800000000000409;0.2459999999999809
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_118;me alegro de verte bien.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;830.696;833.566;28.700.000.000.000.000;[('me alegro de verte bien.', 830.696, 833.566)];0.2459999999999809;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_119;igualmente.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;833.566;834.8;12.339.999.999.999.200;[('igualmente.', 833.566, 834.8)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_120;bueno, primero quiero agradecerte por tu tiempo, por participar de esta entrevista y bueno, gracias, muchas gracias.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;834.8;840.406;51.720.000.000.000.200;[('bueno, primero quiero agradecerte por tu tiempo,', 834.8, 836.902), ('por participar de esta entrevista y bueno,', 836.902, 839.071), ('gracias, muchas gracias.', 839.071, 840.406)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_123;no, gracias, gracias a vos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;840.406;842.141;17.350.000.000.000.100;[('no, gracias, gracias a vos.', 840.406, 842.141)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_124;bien, bueno, la semana pasada vi que cades anunció la creación del nuevo comité olímpico.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;842.141;850.249;8.240.999.999.999.980;[('bien, bueno, la semana pasada vi que cades anunció', 842.141, 846.245), ('la creación del nuevo comité olímpico.', 846.245, 850.249)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_126;y que tienen nuevo trabajo y nuevos objetivos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;850.249;854.386;4.136.999.999.999.940;[('y que tienen nuevo trabajo y nuevos objetivos.', 850.249, 854.386)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_127;así que es muy interesante, me gustaría preguntarte acerca de esto, ¿cuál es el objetivo?;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;854.386;859.058;4.137.000.000.000.050;[('así que es muy interesante, me gustaría preguntarte', 854.386, 856.822), ('acerca de esto, ¿cuál es el objetivo?', 856.822, 859.058)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_129;¿cuál es el rol de este comité?;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;859.058;860.759;17.010.000.000.000.200;[('¿cuál es el rol de este comité?', 859.058, 860.759)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_130;cómo va a ser el trabajo, si podés contarme brevemente.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;860.759;864.196;3.437.000.000.000.010;[('cómo va a ser el trabajo, si podés contarme brevemente.', 860.759, 864.196)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_131;sí, el comité organizador, reponde por el viaje es convocado por cades.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;864.196;868.434;4.237.999.999.999.940;[('sí, el comité organizador, reponde por el viaje es convocado por cades.', 864.196, 868.434)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_132;nos convocan porque ya tenemos la experiencia de haber oganizado distitas actividades, como el campamento de jóvenes sordos en argentina.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;868.434;877.04;9.226.999.999.999.970;[('nos convocan porque ya tenemos la experiencia de haber oganizado', 868.434, 872.871), ('distitas actividades, como el campamento de jóvenes sordos en argentina.', 872.87, 877.04)];0.0;0.0800000000000409
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_134;y fuimos el co del viaje de los jabalíes al mundial de futsal en suiza.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;877.12;881.91;4.789.999.999.999.960;[('y fuimos el co del viaje de los jabalíes al mundial de futsal en suiza.', 877.12, 881.91)];0.0800000000000409;0.004000000000019
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_135;entonces, bueno, nos convocan para participar y planificar de acá a un año para viajar a las sordolimpíadas en brasil.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;881.914;888.954;5.739.000.000.000.030;[('entonces, bueno, nos convocan para participar y planificar', 881.914, 885.284), ('de acá a un año para viajar a las sordolimpíadas en brasil.', 885.284, 888.954)];0.004000000000019;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_137;aceptamos este trabajo y sabemos que no es fácil y que tenemos un año duro por delante, de planificación, de organización, con un objetivo para que todos los atletas puedan viajar y representarnos bien en brasil.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;888.954;904.036;14.313.999.999.999.900;[('aceptamos este trabajo y sabemos que no es fácil', 888.954, 891.323), ('y que tenemos un año duro por delante, de planificación,', 891.323, 893.926), ('de organización, con un objetivo para que todos los atletas', 893.926, 897.997), ('puedan viajar y representarnos bien en brasil.', 897.997, 904.036)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_141;ese es el objetivo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;904.036;905.871;18.350.000.000.000.300;[('ese es el objetivo.', 904.036, 905.871)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_142;es un trabajo duro, es una situación difícil en el país y, bueno, suceden varias cosas, pero ya empezaron a trabajar y de acá en adelante también me imagino que tendrán una planificación armada para lo que viene en distintas actividades.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;905.871;923.122;15.615.999.999.999.900;[('es un trabajo duro, es una situación difícil en el país', 905.871, 909.675), ('y, bueno, suceden varias cosas, pero ya empezaron a trabajar', 909.675, 913.712), ('y de acá en adelante también me imagino que tendrán', 913.712, 918.15), ('una planificación armada para lo que viene', 918.15, 921.62), ('en distintas actividades.', 921.62, 923.122)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_147;hace muy poquito que se creó el comité, y somos un equipo nuevo, pero por supuesto que tenemos una organización por equipos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;923.122;929.995;8.175.000.000.000.060;[('hace muy poquito que se creó el comité,', 923.122, 925.524), ('y somos un equipo nuevo, pero por supuesto que tenemos', 925.524, 928.36), ('una organización por equipos.', 928.36, 929.995)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_150;hay un equipo que se dedica a las redes sociales, otro a la fotografía.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;929.995;934.133;4.138.000.000.000.030;[('hay un equipo que se dedica a las redes sociales, otro a la fotografía.', 929.995, 934.133)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_151;las redes sociales se van a dedicar, por supuesto, a mostrar a los jugadores, las concentraciones, distinta información acerca de los jugadores.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;934.133;943.509;8.508.000.000.000.030;[('las redes sociales se van a dedicar, por supuesto,', 934.133, 936.368), ('a mostrar a los jugadores, las concentraciones,', 936.368, 939.905), ('distinta información acerca de los jugadores.', 939.905, 943.509)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_154;el equipo de fotografía va a estar presente en las distintas actividades para mostrar en las redes sociales lo que los jugadores están haciendo, las concentraciones.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;943.509;953.385;9.976;[('el equipo de fotografía va a estar presente', 943.509, 946.178), ('en las distintas actividades para mostrar', 946.178, 947.813), ('en las redes sociales lo que los jugadores', 947.813, 950.716), ('están haciendo, las concentraciones.', 950.716, 953.385)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_158;la parte administrativa, por supuesto, va a estar trabajando en torno de lo que es donaciones, conseguir espónsor, ¿no?;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;953.385;959.825;9.276.000.000.000.060;[('la parte administrativa, por supuesto, va a estar', 953.385, 955.12), ('trabajando en torno de lo que es donaciones,', 955.12, 957.289), ('conseguir espónsor, ¿no?', 957.289, 959.825)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_161;tenemos una primera organización que se va a ir haciendo mensualmente, luego, vamos a ir ajustándolo mensualmente, como cuáles son los pasos que tenemos que seguir para estar organizados durante todo este año.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;959.825;973.539;12.111.999.999.999.900;[('tenemos una primera organización que se va a ir haciendo', 959.825, 964.83), ('mensualmente, luego, vamos a ir ajustándolo mensualmente,', 964.83, 968.534), ('como cuáles son los pasos que tenemos que seguir', 968.534, 970.869), ('para estar organizados durante todo este año.', 970.869, 973.539)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_165;es un equipo, hay equipo, hay equipo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;973.539;975.641;21.019.999.999.999.700;[('es un equipo, hay equipo, hay equipo.', 973.539, 975.641)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_166;guau, es un trabajo de equipo, hay equipo, hay trabajo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;975.641;978.544;290.300.000.000.002;[('guau, es un trabajo de equipo, hay equipo, hay trabajo.', 975.641, 978.544)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_167;felicitaciones por el equipo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;978.544;981.38;28.360.000.000.000.100;[('felicitaciones por el equipo.', 978.544, 981.38)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_168;estaba viendo, acerca de esto que me contás de la parte administrativa, estos trámites que hay que hacer.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;981.38;988.821;9.308.999.999.999.960;[('estaba viendo, acerca de esto que me contás de la parte administrativa,', 981.38, 987.419), ('estos trámites que hay que hacer.', 987.419, 988.821)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_170;bueno, pensaba en la economía, en la situación del país, es un equipo que necesita por supuesto una base económica para poder avanzar.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;988.821;996.895;7.607.999.999.999.940;[('bueno, pensaba en la economía, en la situación del país,', 988.821, 992.091), ('es un equipo que necesita por supuesto una base económica para poder avanzar.', 992.091, 996.895)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_172;¿de qué manera buscan estos apoyos económicos?;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;996.895;1.001.233;4.337.999.999.999.960;[('¿de qué manera buscan estos apoyos económicos?', 996.895, 1001.233)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_173;bueno, sabemos de la situación económica del país, además, situación de pandemia por el coronavirus pero pensamos en positivo y creemos que a vamos a avanzar bien, lo que buscamos son espónsors, empresas grandes, donaciones, para que los chicos puedan viajar con el mismo equipo. que todos tengan la misma bandera.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.001.233;1.020.686;17.851.999.999.999.900;[('bueno, sabemos de la situación económica del país,', 1001.233, 1004.103), ('además, situación de pandemia por el coronavirus', 1004.103, 1008.073), ('pero pensamos en positivo y creemos que a vamos a avanzar bien,', 1008.073, 1012.444), ('lo que buscamos son espónsors, empresas grandes, donaciones,', 1012.444, 1015.2139999999999), ('para que los chicos puedan viajar con el mismo equipo. que todos tengan la misma bandera.', 1015.2139999999999, 1020.686)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_178;donaciones, por ejemplo, que tengan que ver, no sé, con subsidios del gobierno que siempre son necesarios.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.020.686;1.027.359;6.073.000.000.000.090;[('donaciones, por ejemplo, que tengan que ver, no sé,', 1020.686, 1023.055), ('con subsidios del gobierno que siempre son necesarios.', 1023.055, 1027.359)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_180;buscamos apoyo económico para poder hacerlo más fácil.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.027.359;1.031.063;3.704.000.000.000.170;[('buscamos apoyo económico para poder hacerlo más fácil.', 1027.359, 1031.063)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_181;sabemos que no es fácil trabajarlo, es un trabajo duro, perosomos positivo y en equipo creemos que lo vamos a lograr.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.031.063;1.037.536;7.306.999.999.999.780;[('sabemos que no es fácil trabajarlo, es un trabajo duro,', 1031.063, 1034.166), ('perosomos positivo y en equipo creemos que lo vamos a lograr.', 1034.166, 1037.536)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_183;bien, pensaba respecto a esto que me decías, de...;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.037.536;1041.74;4.203.999.999.999.950;[('bien, pensaba respecto a esto que me decías, de...', 1037.536, 1041.74)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_184;tenemos imágenes para mostrar esto que nos estás contando.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1041.74;1044.64;2.900.000.000.000.090;[('tenemos imágenes para mostrar esto que nos estás contando.', 1041.74, 1044.64)];0.0;4.478.099.999.999.990
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_188;guau, ¡qué buenas imágenes!;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.089.421;1.091.089;1.667.999.999.999.890;[('guau, ¡qué buenas imágenes!', 1089.421, 1091.089)];4.478.099.999.999.990;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_189;bien, buenísimo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.091.089;1.092.558;1.469.000.000.000.050;[('bien, buenísimo.', 1091.089, 1092.558)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_190;"lo veo y me da nervios, pensar: ""es interesante esto"".";noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.092.558;1.097.196;463.799.999.999.992;"[('lo veo y me da nervios, pensar: ""es interesante esto"".', 1092.558, 1097.196)]";0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_191;pensaba... ¡wow!, imaginaba 2021 es la primera vez que hay sordolimpíadas en sudamérica.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.097.196;1.104.837;7.641.000.000.000.070;[('pensaba... ¡wow!, imaginaba 2021 es la primera vez que hay sordolimpíadas en sudamérica.', 1097.196, 1104.837)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_192;sí, es verdad, nunca hubo en sudamérica. argentina se propuso en 2017 pero no se logró.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.104.837;1114.78;9.942.999.999.999.980;[('sí, es verdad, nunca hubo en sudamérica. argentina se propuso en 2017 pero no se logró.', 1104.837, 1114.78)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_193;y ahora en brasil 2021, llegaron las sordolimpíadas a sudamérica, exactamente, y es un orgullo que américa del sur tenga las sordolimpíadas.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1114.78;1125.29;7.774.000.000.000.110;[('y ahora en brasil 2021, llegaron las sordolimpíadas a sudamérica,', 1114.78, 1119.184), ('exactamente, y es un orgullo que américa del sur tenga las sordolimpíadas.', 1119.184, 1125.29)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_195;aparte estamos cerquita de brasil, podemos viajar, argentina puede viajar y estar unida, estamos muy orgullosos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1125.29;1.131.363;10.244.000.000.000.100;[('aparte estamos cerquita de brasil, podemos viajar,', 1125.29, 1128.66), ('argentina puede viajar y estar unida, estamos muy orgullosos.', 1128.66, 1131.363)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_197;sí, sí, sí, siempre es en europa las sordolimpíadas y ahora que estamos tan cerca, para los atletas estar tan cerquita y viajar.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.131.363;1.140.706;11.412.000.000.000.000;[('sí, sí, sí, siempre es en europa las sordolimpíadas y ahora que estamos tan cerca,', 1131.363, 1138.237), ('para los atletas estar tan cerquita y viajar.', 1138.237, 1140.706)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_199;¿hay algún mensaje que le quieras decir a los atletas, a los jugadores?;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.140.706;1.145.244;4.538.000.000.000.010;[('¿hay algún mensaje que le quieras decir a los atletas, a los jugadores?', 1140.706, 1145.244)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_200;sí, nosotros, desde el comité, junto con cades, siempre trabajamos con cades en paralelo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.145.244;1.151.049;8.875;[('sí, nosotros, desde el comité, junto con cades,', 1145.244, 1148.58), ('siempre trabajamos con cades en paralelo.', 1148.58, 1151.049)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_202;y el mensaje para los atletas es que...;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.151.049;1.156.588;5.538.999.999.999.980;[('y el mensaje para los atletas es que...', 1151.049, 1156.588)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_203;en este momento necesitan hacer un esfuerzo, necesitan prepararse para ser seleccionados, para participar de las sordolimpíadas. tienen que pensar que aman el deporte, y entonces tenemos que pensar todos en una misma bandera.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.156.588;1.170.802;11.845.000.000.000.000;[('en este momento necesitan hacer un esfuerzo, necesitan prepararse para ser seleccionados,', 1156.588, 1162.06), ('para participar de las sordolimpíadas. tienen que pensar que aman el deporte,', 1162.06, 1167.099), ('y entonces tenemos que pensar todos en una misma bandera.', 1167.099, 1170.802)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_206;somos un mismo equipo, y estar bien formados para representar a la argentina de esa manera con la selección.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.170.802;1.176.942;67.409.999.999.999.800;[('somos un mismo equipo, y estar bien formados', 1170.802, 1173.472), ('para representar a la argentina de esa manera con la selección.', 1173.472, 1176.942)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_208;sé que no es fácil, tenemos que trabajar, es un trabajo duro, hay que formarse.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.176.942;1.181.013;4.070.999.999.999.910;[('sé que no es fácil, tenemos que trabajar, es un trabajo duro, hay que formarse.', 1176.942, 1181.013)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_209;pero unidos con las federaciones, los clubes, los deportistas, vamos a poder hacerlo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.181.013;1.187.452;6.439.000.000.000.070;[('pero unidos con las federaciones, los clubes, los deportistas, vamos a poder hacerlo.', 1181.013, 1187.452)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_210;así que bueno, ojalá, para todos ustedes, para los atletas.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.187.452;1.190.689;323.700.000.000.008;[('así que bueno, ojalá, para todos ustedes, para los atletas.', 1187.452, 1190.689)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_211;sí, imaginaba también que mucha gente puede viajar, estamos tan cerca que pueden viajar para apoyar.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.190.689;1.196.395;5.705.999.999.999.900;[('sí, imaginaba también que mucha gente puede viajar, estamos tan cerca que pueden viajar para apoyar.', 1190.689, 1196.395)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_212;¡sí, por supuesto!;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.196.395;1.197.629;12.339.999.999.999.200;[('¡sí, por supuesto!', 1196.395, 1197.629)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_213;pueden ir en micro, en avión, en auto.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.197.629;1.200.065;2.436.000.000.000.140;[('pueden ir en micro, en avión, en auto.', 1197.629, 1200.065)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_214;tenemos distintos medios para trabajar todos por la bandera.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.200.065;1.203.902;3.836.999.999.999.980;[('tenemos distintos medios para trabajar todos por la bandera.', 1200.065, 1203.902)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_215;sí, exactamente, todos, vayan a brasil, sí, sí, sí.;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1.203.902;1.207.239;3.336.999.999.999.980;[('sí, exactamente, todos, vayan a brasil, sí, sí, sí.', 1203.902, 1207.239)];0.0;0.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021_216;gracias por tu tiempo, si alguien se quiere contactar, saber algo más,¿cómo puede hacerlo?;noticias-en-lengua-de-senas-argentina-resumen-semanal-03012021;resumen_semanal;1207.23;1215.9;8.670.000.000.000.070;[('gracias por tu tiempo, si alguien se quiere contactar, saber algo más,¿cómo puede hacerlo?', 1207.23, 1215.9)];0.0;0.099999999999909
